,with_overlap,500 Characters,1000 Characters,1500 Characters
257,No Overlap,0.4302390784958079,0.5897263202692244,0.4094247898084215
258,No Overlap,0.5639652444844687,0.9024412637877685,0.5467463947791563
259,No Overlap,0.5252635158279552,0.4399363330500334,
260,No Overlap,,0.5225388139122018,
261,No Overlap,,0.5236687431709403,
262,No Overlap,,0.6369199908083107,
263,No Overlap,0.3424583292788736,,
264,No Overlap,,,
265,No Overlap,0.8148599850402882,,
266,No Overlap,0.4812368243138696,0.6053412458498986,0.9841077032281323
267,No Overlap,,,
268,No Overlap,0.4164256709458124,,0.5496127879744153
269,No Overlap,0.1521542011441632,,
270,No Overlap,0.4498280432566947,,
271,No Overlap,0.3473272733086645,0.645073301546691,0.6494629987823961
272,No Overlap,,,
273,No Overlap,,,
274,No Overlap,,,
275,No Overlap,0.4109326528106564,0.4209854232715755,
276,No Overlap,0.5949774947509631,,0.4355172358224494
277,No Overlap,0.7764403753790924,,
278,No Overlap,,,
279,No Overlap,,,0.4571267749890533
280,No Overlap,,0.0936641393416022,0.6757165972041685
281,No Overlap,0.7938910712227636,,
282,No Overlap,,,0.7767667312518348
283,No Overlap,0.3951266040120772,0.3209744657871898,
284,No Overlap,,,
285,No Overlap,,0.476538103791625,0.5278909664187581
286,No Overlap,0.6128298604685447,,
287,No Overlap,,0.445872912024668,0.3567573418486258
288,No Overlap,,0.6000859090392743,
289,No Overlap,0.4882030394775011,0.5600632471874477,
290,No Overlap,,0.5283655656241384,0.3976853953619156
291,No Overlap,,,
292,No Overlap,0.4320701521917211,,
293,No Overlap,,0.2056389202279438,0.6081757958268795
294,No Overlap,0.5684945679599621,0.406800088099735,
295,No Overlap,,0.5371778019633786,
296,No Overlap,,,
297,No Overlap,0.4140411433867795,0.42134055391296,0.4028772811779448
298,No Overlap,,0.8298645810140004,0.7292985960871323
299,No Overlap,,,
300,No Overlap,0.4506226371278957,0.5940144814238064,0.518892977606343
301,No Overlap,,,
302,No Overlap,,,
303,No Overlap,0.4881735756809296,0.5434405642299885,0.7151572630599156
304,No Overlap,,0.5333978413039488,0.5872859188300624
305,No Overlap,,,
306,No Overlap,,0.4332801971836707,
307,No Overlap,0.9592867801008628,0.696359600869953,
308,No Overlap,0.9421463925623156,0.188562148709843,
309,No Overlap,,,
310,No Overlap,0.6000828973098042,,
311,No Overlap,,0.5148230704800211,0.4490276110418049
312,No Overlap,,,0.3743410820458456
313,No Overlap,0.7183627593573538,0.3778985040303028,0.4016047735063222
314,No Overlap,0.4558407172080378,,
315,No Overlap,,0.9552846733794242,0.2201442323419939
316,No Overlap,,,
317,No Overlap,0.4102608807639719,0.5124771565320013,
318,No Overlap,,0.2094196773702479,0.5046217575702409
319,No Overlap,,,
320,No Overlap,,,
321,No Overlap,,,
322,No Overlap,,0.2764621845717093,
323,No Overlap,,0.5000980232396488,
324,No Overlap,,,
325,No Overlap,,,0.4351809412297541
326,No Overlap,,,
327,No Overlap,0.8070283648581555,,0.9448742188733734
328,No Overlap,,,0.5967373998853841
329,No Overlap,0.6021637256935684,0.5294181841338156,0.36738134333558
330,No Overlap,,,
331,No Overlap,0.5188822731416328,,
332,No Overlap,,0.4875535702683584,
333,No Overlap,0.550772768200281,0.180949486740244,
334,No Overlap,0.4554891953497479,0.471517748031604,
335,No Overlap,0.5189368482444585,,
336,No Overlap,0.5964824807694502,0.5865571193949871,
337,No Overlap,,0.5660838860378268,
338,No Overlap,,,0.527952170516586
339,No Overlap,,0.401692108911632,
340,No Overlap,,,0.5438803855047847
341,No Overlap,,,
342,No Overlap,,,0.5025016133121558
343,No Overlap,,,
344,No Overlap,,,0.4463348457078671
345,No Overlap,0.4819954956067347,0.4755421586763759,0.4845725662913449
346,No Overlap,,,
347,No Overlap,,,
348,No Overlap,0.4651673774540312,,
349,No Overlap,,,
350,No Overlap,0.4496266796657435,,
351,No Overlap,,0.6125084598400764,
352,No Overlap,,0.6063132840395504,
353,No Overlap,0.3766817624743716,0.4240888334441861,0.4141040159503018
354,No Overlap,,,
355,No Overlap,,,
356,No Overlap,0.5213169527093017,0.5250410865274415,
357,No Overlap,0.4680622245480509,,
358,No Overlap,0.3178447735869777,,0.4450202963451637
359,No Overlap,0.3404345694567365,,0.3382260442232725
360,No Overlap,,0.709155558884603,
361,No Overlap,0.3949290728942099,,
362,No Overlap,0.4429188222739814,,0.4044838533958916
363,No Overlap,0.3451646165880749,0.4215366515272597,0.3153985509770525
364,No Overlap,,0.5626822280536108,
365,No Overlap,,0.564454011200116,0.5906059485402724
366,No Overlap,0.5014315889351255,,
367,No Overlap,,,
368,No Overlap,0.9554222920732096,0.9587487377185028,
369,No Overlap,,,0.5052525919125024
370,No Overlap,0.4308963602117781,,0.4329000590665358
371,No Overlap,0.3217023419327188,0.0209931724356537,0.783746738420309
372,No Overlap,,0.1574798142131785,0.1628893571513103
373,No Overlap,,0.5963515729886613,0.0606958210549678
374,No Overlap,0.7630601977724597,0.0278516532201487,
375,No Overlap,0.6168382412949531,,0.7418687219884743
376,No Overlap,,0.5649618401824387,
377,No Overlap,0.5698546059323797,0.4936684377412803,0.3230084235042698
378,No Overlap,,,0.6522680402699577
379,No Overlap,,0.6035350894987924,0.454102536366619
380,No Overlap,,,0.5987185682416524
381,No Overlap,,,
382,No Overlap,,0.5811957882634284,
383,No Overlap,,0.4616492450621466,0.5201217037275659
384,No Overlap,0.5644017779185,0.4134134930627412,
385,No Overlap,,0.4175074980136721,0.5615134616607321
