,with_overlap,500 characters,1000 characters,1500 characters
330,No Overlap,0.852731029,0.860359423,0.857750321
331,No Overlap,0.875529093,0.920653392,0.897865441
332,No Overlap,0.740933148,0.750214281,0.838013344
333,No Overlap,0.703091073,0.723797947,0.607120523
334,No Overlap,0.821956781,0.886070992,0.889689811
335,No Overlap,0.875747393,0.890005767,0.707107456
336,No Overlap,0.885929923,0.846228478,0.87215283
337,No Overlap,0.755130981,0.764335544,0.680718905
338,No Overlap,0.904304385,0.824497849,0.911808682
339,No Overlap,0.779939019,0.856768436,0.835281894
340,No Overlap,0.685135851,0.619076652,0.675521542
341,No Overlap,0.779806915,0.733583848,0.797641801
342,No Overlap,0.910382153,0.869199561,0.810006453
343,No Overlap,0.778092955,0.648754021,0.875484031
344,No Overlap,0.803167624,0.916312773,0.928196526
345,No Overlap,-0.072018018,-0.097831365,-0.061709735
346,No Overlap,0.863537081,0.905177813,0.955116941
347,No Overlap,0.86627306,0.879453702,0.915749807
348,No Overlap,0.86066951,0.840884082,0.852674426
349,No Overlap,0.876481961,0.906755953,0.938796131
350,No Overlap,0.598506719,0.796492866,0.761940323
351,No Overlap,0.853783903,0.950033839,0.910240591
352,No Overlap,0.919007192,0.925253136,0.926167915
353,No Overlap,0.840060383,0.839212477,0.799273207
354,No Overlap,0.832018442,0.808997811,0.888421511
355,No Overlap,0.320942234,0.263189838,0.304608241
356,No Overlap,0.885267811,0.900164346,0.896456845
357,No Overlap,0.872248898,0.853201999,0.899854749
358,No Overlap,0.809840633,0.827307405,0.780081185
359,No Overlap,0.761738278,0.804284035,0.852904177
360,No Overlap,0.750143058,0.836622236,0.824027097
361,No Overlap,0.829716292,0.82465622,0.848000275
362,No Overlap,0.771675289,0.72715858,0.760792556
363,No Overlap,0.7139918,0.686146606,0.594927537
364,No Overlap,0.701736947,0.750728912,0.801075016
365,No Overlap,0.786143598,0.757816045,0.862423794
366,No Overlap,0.805726356,0.795626388,0.868492096
367,No Overlap,0.804398926,0.861815681,0.809338107
368,No Overlap,0.821689168,0.834994951,0.853126389
369,No Overlap,0.647890979,0.549992278,0.521010368
370,No Overlap,0.866442584,0.889512937,0.731600236
371,No Overlap,0.086809368,0.08397269,0.134986954
372,No Overlap,0.657152007,0.629919257,0.651557429
373,No Overlap,0.354902474,0.385406292,0.242783284
374,No Overlap,0.052240791,0.111406613,0.112962967
375,No Overlap,0.967352965,0.962850863,0.967474888
376,No Overlap,0.712774298,0.759847361,0.809575162
377,No Overlap,0.779418424,0.774673751,0.746579149
378,No Overlap,0.961043303,0.952926007,0.894786447
379,No Overlap,0.956641383,0.914140358,0.959267288
380,No Overlap,0.87488912,0.872245921,0.894874273
381,No Overlap,0.876187527,0.881350712,0.888056216
382,No Overlap,0.76051974,0.824783153,0.820118494
383,No Overlap,0.890530559,0.84659698,0.880486815
384,No Overlap,0.621243475,0.653653972,0.628023176
385,No Overlap,0.915697575,0.920029992,0.912720513
386,No Overlap,0.870243386,0.944174531,0.943602517
387,No Overlap,0.771736057,0.798964366,0.776017973
388,No Overlap,0.792828768,0.745837545,0.746794973
389,No Overlap,0.858135522,0.825933129,0.875997813
390,No Overlap,0.956340256,0.965244859,0.96274207
391,No Overlap,0.736205838,0.702629238,0.706025137
392,No Overlap,0.908092137,0.833917346,0.839391492
393,No Overlap,0.762108151,0.794265247,0.724979238
394,No Overlap,0.852004528,0.864925395,0.897030563
395,No Overlap,0.947715174,0.946565507,0.935652918
396,No Overlap,0.911187512,0.929075865,0.939385807
397,No Overlap,0.566014994,0.725652763,0.606988738
398,No Overlap,0.825369397,0.579791686,0.576456488
399,No Overlap,0.834542435,0.898220924,0.832128691
400,No Overlap,0.797363244,0.70174728,0.788871548
401,No Overlap,0.919345618,0.785260085,0.800372386
402,No Overlap,0.884260737,0.865324723,0.855743015
403,No Overlap,0.75972454,0.89984231,0.892525346
404,No Overlap,0.899030355,0.929040856,0.947974632
405,No Overlap,0.897794261,0.994912675,0.876444536
406,No Overlap,0.84228943,0.924671395,0.943958675
407,No Overlap,0.594015503,0.560554073,0.603868858
408,No Overlap,0.919766296,0.915641532,0.84077342
409,No Overlap,0.849482217,0.872757558,0.884672236
410,No Overlap,0.842942434,0.882272391,0.853107435
411,No Overlap,0.829135172,0.758997781,0.752974993
412,No Overlap,0.7397613,0.720970479,0.769082907
