,embed,gemma,llama2,llama3,llama3-70b,mistral,vicuna
197,qa-cos,0.8729969028505934,0.8669421222311576,0.90372815915029,0.8091274594044415,0.7648938246596513,0.8199156503741603
198,qa-cos,0.6527685036897428,0.7103188043168418,0.6889879312122789,0.6629065324168321,0.801894809591067,0.7301979977544703
199,qa-cos,0.8381313270316572,0.8941651327079769,0.8216936993618056,0.9204904216239788,0.8318980367179081,0.8213793343119677
200,qa-cos,0.8099649235602207,0.9801403351309258,0.7353325363696264,0.8801934326596463,0.9113213976862204,0.8744568531173179
201,qa-cos,0.6152922567869534,0.6337859200300886,0.6144258286302169,0.5340481995803812,0.549404487526649,0.6849358268084582
202,qa-cos,0.8212889207975124,0.9344436870187744,0.7884475057699986,0.8585296153264512,0.6911523322392039,0.7069645761685193
203,qa-cos,0.6278860341313631,0.737158208691871,0.6760879638903008,0.54704730294916,0.7096829891415679,0.7069354723478625
204,qa-cos,0.9028873527263518,0.8863524061892066,0.895582342964053,0.8714774547069001,0.6013826674668059,0.8489522308028553
205,qa-cos,0.9672130236016676,0.9599290572089466,0.9464518257417068,0.9686243101720168,0.9437656145053565,0.9156917482172722
206,qa-cos,0.8456668316048837,0.9204428832600398,0.8444980473052934,0.8861116990329541,0.939545243672266,0.6269857543509207
207,qa-cos,0.833779113145519,0.8611428762765123,0.7949600330858686,0.8611280092765583,0.8906631484443239,0.8023886372425506
208,qa-cos,0.4231395724709914,0.355367225308217,0.3504640098855308,0.30115075371433,0.5270538527249987,0.4241763260086906
209,qa-cos,0.9103878147909292,0.7317618004057318,0.9285546175343772,0.8227576556811523,0.5438967103375695,0.8010689045927867
210,qa-cos,0.8539770379465625,0.5969497246243994,0.7279397322591554,0.7399396220515515,0.5356215667729826,0.5324502641662564
211,qa-cos,0.858713717328915,0.8506099826956769,0.9103124831253734,0.8789157922060652,0.8942659303203045,0.9346850672407244
212,qa-cos,0.6759035857732169,0.8457024802033899,0.9086617936727436,0.9037305538685098,0.9081553004613814,0.8839044869561821
213,qa-cos,0.8948441243626426,0.914414489360877,0.909440965293492,0.9027701435671652,0.9005570123018198,0.8197881288223896
214,qa-cos,0.8286842827548857,0.9045075578948188,0.7654088837061677,0.8260896307320783,0.8639072895669608,0.8809052246157437
215,qa-cos,0.7930322253462565,0.81090975945379,0.7973339891359641,0.7834490799895594,0.8657720703081786,0.7968683826821681
216,qa-cos,0.8628032272376452,0.911086820806218,0.8866673845993693,0.8947420249003417,0.8789236580155854,0.9309811170170864
217,qa-cos,0.7873229009046506,0.8731747396523382,0.8326432887241686,0.8469673215601765,0.8238527867371368,0.8705659204714192
218,qa-cos,0.7198556813160731,0.8575423024015434,0.8070548661190449,0.7858397728785629,0.8756366683881508,0.7838923826232629
219,qa-cos,0.8251919368490978,0.8479325339087989,0.7890385289566471,0.8232568051139347,0.6655927837930784,0.7656417863116216
220,qa-cos,0.8265177620603029,0.808172387241127,0.7877242595976849,0.8031079720984772,0.8248376472856926,0.8464273761300056
221,qa-cos,0.746180486867152,0.6722372387400648,0.8034144076437946,0.8751060292964068,0.8125312701415608,0.8516399264076198
222,qa-cos,0.90691984463747,0.9076360027652958,0.8793668113920992,0.8472064864695912,0.9126391569246568,0.7605588115819917
223,qa-cos,0.8343468117590572,0.784574767494736,0.8627362257584732,0.8255614327404561,0.8574063625383632,0.9210223584880513
224,qa-cos,0.5274983670657535,0.77539756253183,0.7946081846318898,0.582962153283114,0.5925826380978905,0.8636004958495087
